zipEntry,className,srg,mcp,param,type,genericSuffix,comment
net/minecraft/block/BlockLilyPad.java,net.minecraft.block.BlockLilyPad,func_149743_a:39,addCollisionBoxesToList:39,5,java.util.List,<net.minecraft.util.AxisAlignedBB>,
net/minecraft/block/BlockNewLeaf.java,net.minecraft.block.BlockNewLeaf,func_149666_a:57,getSubBlocks:57,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockNewLog.java,net.minecraft.block.BlockNewLog,func_149666_a:21,getSubBlocks:21,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockOldLeaf.java,net.minecraft.block.BlockOldLeaf,func_149666_a:75,getSubBlocks:75,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockOldLog.java,net.minecraft.block.BlockOldLog,func_149666_a:21,getSubBlocks:21,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockPane.java,net.minecraft.block.BlockPane,func_149743_a:83,addCollisionBoxesToList:83,5,java.util.List,<net.minecraft.util.AxisAlignedBB>,
net/minecraft/block/BlockPistonBase.java,net.minecraft.block.BlockPistonBase,func_149743_a:321,addCollisionBoxesToList:321,5,java.util.List,<net.minecraft.util.AxisAlignedBB>,
net/minecraft/block/BlockPistonExtension.java,net.minecraft.block.BlockPistonExtension,func_149743_a:151,addCollisionBoxesToList:151,5,java.util.List,<net.minecraft.util.AxisAlignedBB>,
net/minecraft/block/BlockQuartz.java,net.minecraft.block.BlockQuartz,func_149666_a:127,getSubBlocks:127,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockSand.java,net.minecraft.block.BlockSand,func_149666_a:50,getSubBlocks:50,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockSandStone.java,net.minecraft.block.BlockSandStone,func_149666_a:71,getSubBlocks:71,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockSapling.java,net.minecraft.block.BlockSapling,func_149666_a:215,getSubBlocks:215,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockSign.java,net.minecraft.block.BlockSign,"@init:BlockSign:Class,boolean","@init:BlockSign:Class,boolean",0,java.lang.Class,<? extends net.minecraft.tileentity.TileEntity>,
net/minecraft/block/BlockSilverfish.java,net.minecraft.block.BlockSilverfish,func_150197_b:115,func_150197_b?:115,@return,org.apache.commons.lang3.tuple.ImmutablePair,"<net.minecraft.block.Block, Integer>",
net/minecraft/block/BlockSilverfish.java,net.minecraft.block.BlockSilverfish,func_149666_a:183,getSubBlocks:183,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockSlab.java,net.minecraft.block.BlockSlab,func_149743_a:81,addCollisionBoxesToList:81,5,java.util.List,<net.minecraft.util.AxisAlignedBB>,
net/minecraft/block/BlockStainedGlass.java,net.minecraft.block.BlockStainedGlass,func_149666_a:61,getSubBlocks:61,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockStainedGlassPane.java,net.minecraft.block.BlockStainedGlassPane,func_149666_a:65,getSubBlocks:65,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockStairs.java,net.minecraft.block.BlockStairs,func_149743_a:354,addCollisionBoxesToList:354,5,java.util.List,<net.minecraft.util.AxisAlignedBB>,
net/minecraft/block/BlockStoneBrick.java,net.minecraft.block.BlockStoneBrick,func_149666_a:53,getSubBlocks:53,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockStoneSlab.java,net.minecraft.block.BlockStoneSlab,func_149666_a:79,getSubBlocks:79,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockTallGrass.java,net.minecraft.block.BlockTallGrass,func_149666_a:124,getSubBlocks:124,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockWall.java,net.minecraft.block.BlockWall,func_149666_a:145,getSubBlocks:145,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockWood.java,net.minecraft.block.BlockWood,func_149666_a:52,getSubBlocks:52,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/block/BlockWoodSlab.java,net.minecraft.block.BlockWoodSlab,func_149666_a:63,getSubBlocks:63,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/client/audio/SoundList.java,net.minecraft.client.audio.SoundList,func_148570_a:17,getSoundList:17,@return,java.util.List,<net.minecraft.client.audio.SoundList.SoundEntry>,
net/minecraft/client/audio/SoundRegistry.java,net.minecraft.client.audio.SoundRegistry,func_148740_a:18,createUnderlyingMap:18,@return,java.util.Map,"<Object, Object>",Probably a generic class
net/minecraft/client/gui/achievement/GuiStats.java,net.minecraft.client.gui.achievement.GuiStats.Stats,field_148216_n,field_148216_n?,@field,java.util.Comparator,<net.minecraft.stats.StatCrafting>,
net/minecraft/client/gui/achievement/GuiStats.java,net.minecraft.client.gui.achievement.GuiStats.Stats,field_148219_m,field_148219_m?,@field,java.util.List,<net.minecraft.stats.StatCrafting>,
net/minecraft/client/gui/FontRenderer.java,net.minecraft.client.gui.FontRenderer,func_78271_c:812,listFormattedStringToWidth:812,@return,java.util.List,<String>,
net/minecraft/client/gui/GuiNewChat.java,net.minecraft.client.gui.GuiNewChat,func_146238_c:277,getSentMessages:277,@return,java.util.List,<String>,
net/minecraft/client/gui/GuiRepair.java,net.minecraft.client.gui.GuiRepair,func_71110_a:184,sendContainerAndContentsToPlayer:184,1,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/client/gui/GuiResourcePackAvailable.java,net.minecraft.client.gui.GuiResourcePackAvailable,"@init:GuiResourcePackAvailable:Minecraft,int,int,List","@init:GuiResourcePackAvailable:Minecraft,int,int,List",3,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiResourcePackList.java,net.minecraft.client.gui.GuiResourcePackList,"@init:GuiResourcePackList:Minecraft,int,int,List","@init:GuiResourcePackList:Minecraft,int,int,List",3,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiResourcePackList.java,net.minecraft.client.gui.GuiResourcePackList,field_148204_l,field_148204_l?,@field,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiResourcePackList.java,net.minecraft.client.gui.GuiResourcePackList,func_148201_l:38,func_148201_l?:38,@return,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiResourcePackSelected.java,net.minecraft.client.gui.GuiResourcePackSelected,"@init:GuiResourcePackSelected:Minecraft,int,int,List","@init:GuiResourcePackSelected:Minecraft,int,int,List",3,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiScreen.java,net.minecraft.client.gui.GuiScreen,field_146292_n,buttonList,@field,java.util.List,<net.minecraft.client.gui.GuiButton>,
net/minecraft/client/gui/GuiScreen.java,net.minecraft.client.gui.GuiScreen,drawHoveringText:156,drawHoveringText?:156,0,java.util.List,<String>,
net/minecraft/client/gui/GuiScreen.java,net.minecraft.client.gui.GuiScreen,func_146283_a:151,func_146283_a?:151,0,java.util.List,<String>,
net/minecraft/client/gui/GuiScreen.java,net.minecraft.client.gui.GuiScreen,field_146293_o,labelList,@field,java.util.List,<net.minecraft.client.gui.GuiLabel>,
net/minecraft/client/gui/GuiScreenRealmsProxy.java,net.minecraft.client.gui.GuiScreenRealmsProxy,func_146283_a:109,func_146283_a?:109,0,java.util.List,<String>,
net/minecraft/client/gui/GuiScreenRealmsProxy.java,net.minecraft.client.gui.GuiScreenRealmsProxy,func_154320_j:158,func_154320_j?:158,@return,java.util.List,<net.minecraft.realms.RealmsButton>,
net/minecraft/client/gui/GuiScreenRealmsProxy.java,net.minecraft.client.gui.GuiScreenRealmsProxy,func_154323_a:138,func_154323_a?:138,@return,java.util.List,<String>,
net/minecraft/client/gui/GuiScreenResourcePacks.java,net.minecraft.client.gui.GuiScreenResourcePacks,func_146962_b:83,func_146962_b?:83,@return,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiScreenResourcePacks.java,net.minecraft.client.gui.GuiScreenResourcePacks,func_146963_h:93,func_146963_h?:93,@return,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/GuiScreenResourcePacks.java,net.minecraft.client.gui.GuiScreenResourcePacks,func_146964_g:88,func_146964_g?:88,@return,java.util.List,<net.minecraft.client.resources.ResourcePackListEntry>,
net/minecraft/client/gui/inventory/CreativeCrafting.java,net.minecraft.client.gui.inventory.CreativeCrafting,func_71110_a:22,sendContainerAndContentsToPlayer:22,1,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/client/gui/inventory/GuiContainer.java,net.minecraft.client.gui.inventory.GuiContainer,field_147008_s,field_147008_s?,@field,java.util.Set,<net.minecraft.inventory.Slot>,
net/minecraft/client/gui/inventory/GuiContainerCreative.java,net.minecraft.client.gui.inventory.GuiContainerCreative.ContainerCreative,field_148330_a,itemList,@field,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/client/gui/ServerSelectionList.java,net.minecraft.client.gui.ServerSelectionList,func_148194_a:86,func_148194_a?:86,0,java.util.List,<net.minecraft.client.network.LanServerDetector.LanServer>,
net/minecraft/client/gui/stream/GuiStreamUnavailable.java,net.minecraft.client.gui.stream.GuiStreamUnavailable,"@init:GuiStreamUnavailable:GuiScreen,GuiStreamUnavailable.Reason,List","@init:GuiStreamUnavailable:GuiScreen,GuiStreamUnavailable.Reason,List",2,java.util.List,<net.minecraft.util.ChatComponentTranslation>,
net/minecraft/client/gui/stream/GuiTwitchUserMode.java,net.minecraft.client.gui.stream.GuiTwitchUserMode,func_152328_a:43,func_152328_a?:43,0,java.util.Set,<tv.twitch.chat.ChatUserMode>,
net/minecraft/client/gui/stream/GuiTwitchUserMode.java,net.minecraft.client.gui.stream.GuiTwitchUserMode,func_152328_a:43,func_152328_a?:43,1,java.util.Set,<tv.twitch.chat.ChatUserSubscription>,
net/minecraft/client/gui/stream/GuiTwitchUserMode.java,net.minecraft.client.gui.stream.GuiTwitchUserMode,func_152328_a:43,func_152328_a?:43,@return,java.util.List,<net.minecraft.util.IChatComponent>,
net/minecraft/client/Minecraft.java,net.minecraft.client.Minecraft,"@init:Minecraft:Session,int,int,boolean,boolean,File,File,File,Proxy,String,Multimap,String","@init:Minecraft:Session,int,int,boolean,boolean,File,File,File,Proxy,String,Multimap,String",10,com.google.common.collect.Multimap,"<String, String>",
net/minecraft/client/Minecraft.java,net.minecraft.client.Minecraft,func_152341_N:2832,func_152341_N?:2832,@return,com.google.common.collect.Multimap,"<String, String>",
net/minecraft/client/Minecraft.java,net.minecraft.client.Minecraft,func_152343_a:2978,func_152343_a?:2978,0,java.util.concurrent.Callable,,generic
net/minecraft/client/Minecraft.java,net.minecraft.client.Minecraft,func_152343_a:2978,func_152343_a?:2978,@return,com.google.common.util.concurrent.ListenableFuture,,generic
net/minecraft/client/Minecraft.java,net.minecraft.client.Minecraft,func_152344_a:3006,func_152344_a?:3006,@return,com.google.common.util.concurrent.ListenableFuture,,generic
net/minecraft/client/model/ModelBase.java,net.minecraft.client.model.ModelBase,field_78092_r,boxList,@field,java.util.List,<net.minecraft.client.model.ModelRenderer>,
net/minecraft/client/model/ModelRenderer.java,net.minecraft.client.model.ModelRenderer,field_78805_m,childModels,@field,java.util.List,<net.minecraft.client.model.ModelRenderer>,
net/minecraft/client/model/ModelRenderer.java,net.minecraft.client.model.ModelRenderer,field_78804_l,cubeList,@field,java.util.List,<net.minecraft.client.model.ModelBox>,
net/minecraft/client/multiplayer/ChunkProviderClient.java,net.minecraft.client.multiplayer.ChunkProviderClient,func_73155_a:155,getPossibleCreatures:155,@return,java.util.List,<net.minecraft.world.biome.BiomeGenBase.SpawnListEntry>,
net/minecraft/client/network/LanServerDetector.java,net.minecraft.client.network.LanServerDetector.LanServerList,func_77554_c:79,getLanServers:79,@return,java.util.List,<net.minecraft.client.network.LanServerDetector.LanServer>,
net/minecraft/client/network/NetHandlerLoginClient.java,net.minecraft.client.network.NetHandlerLoginClient.Anonymous-a54180bc-6455-4eb9-8e08-5db9452db5e4,operationComplete:92,operationComplete?:92,0,io.netty.util.concurrent.Future,,generic
net/minecraft/client/network/NetHandlerPlayClient.java,net.minecraft.client.network.NetHandlerPlayClient,field_147303_b,playerInfoList,@field,java.util.List,<net.minecraft.client.gui.GuiPlayerInfo>,
net/minecraft/client/renderer/entity/RenderManager.java,net.minecraft.client.renderer.entity.RenderManager,field_78729_o,entityRenderMap,@field,java.util.Map,"<Class<? extends net.minecraft.entity.Entity>, net.minecraft.client.renderer.entity.Render>",
net/minecraft/client/renderer/entity/RenderManager.java,net.minecraft.client.renderer.entity.RenderManager,func_78715_a:192,getEntityClassRenderObject:192,0,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/client/renderer/RenderGlobal.java,net.minecraft.client.renderer.RenderGlobal,field_147598_a,tileEntities,@field,java.util.List,<net.minecraft.tileentity.TileEntity>,
net/minecraft/client/renderer/texture/LayeredTexture.java,net.minecraft.client.renderer.texture.LayeredTexture,field_110567_b,layeredTextureNames,@field,java.util.List,<String>,
net/minecraft/client/renderer/texture/Stitcher.java,net.minecraft.client.renderer.texture.Stitcher,func_94309_g:89,getStichSlots:89,@return,java.util.List,<net.minecraft.client.renderer.texture.Stitcher.Slot>,
net/minecraft/client/renderer/texture/Stitcher.java,net.minecraft.client.renderer.texture.Stitcher.Slot,func_94184_a:435,getAllStitchSlots:435,0,java.util.List,<net.minecraft.client.renderer.texture.Stitcher.Slot>,
net/minecraft/client/renderer/texture/TextureAtlasSprite.java,net.minecraft.client.renderer.texture.TextureAtlasSprite,field_110976_a,framesTextureData,@field,java.util.List,<int[][]>,
net/minecraft/client/renderer/texture/TextureAtlasSprite.java,net.minecraft.client.renderer.texture.TextureAtlasSprite,func_110968_a:445,setFramesTextureData:445,0,java.util.List,<int[][]>,
net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher.java,net.minecraft.client.renderer.tileentity.TileEntityRendererDispatcher,func_147546_a:71,getSpecialRendererByClass:71,0,java.lang.Class,<? extends net.minecraft.tileentity.TileEntity>,
net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher.java,net.minecraft.client.renderer.tileentity.TileEntityRendererDispatcher,field_147559_m,mapSpecialRenderers,@field,java.util.Map,"<Class<? extends net.minecraft.tileentity.TileEntity>, net.minecraft.client.renderer.tileentity.TileEntitySpecialRenderer>",
net/minecraft/client/renderer/WorldRenderer.java,net.minecraft.client.renderer.WorldRenderer,"@init:WorldRenderer:World,List,int,int,int,int","@init:WorldRenderer:World,List,int,int,int,int",1,java.util.List,<net.minecraft.tileentity.TileEntity>,
net/minecraft/client/renderer/WorldRenderer.java,net.minecraft.client.renderer.WorldRenderer,field_147895_x,tileEntityRenderers,@field,java.util.List,<net.minecraft.tileentity.TileEntity>,
net/minecraft/client/resources/data/AnimationMetadataSection.java,net.minecraft.client.resources.data.AnimationMetadataSection,"@init:AnimationMetadataSection:List,int,int,int","@init:AnimationMetadataSection:List,int,int,int",0,java.util.List,<net.minecraft.client.resources.data.AnimationFrame>,
net/minecraft/client/resources/data/AnimationMetadataSection.java,net.minecraft.client.resources.data.AnimationMetadataSection,func_130073_e:69,getFrameIndexSet:69,@return,java.util.Set,<Integer>,
net/minecraft/client/resources/data/IMetadataSerializer.java,net.minecraft.client.resources.data.IMetadataSerializer,func_110504_a:30,registerMetadataSectionType:30,1,java.lang.Class,<?>,
net/minecraft/client/resources/data/IMetadataSerializer.java,net.minecraft.client.resources.data.IMetadataSerializer.Registration,"@init:Registration:IMetadataSectionSerializer,Class,Object","@init:Registration:IMetadataSectionSerializer,Class,Object",1,java.lang.Class,<?>,
net/minecraft/client/resources/data/IMetadataSerializer.java,net.minecraft.client.resources.data.IMetadataSerializer.Registration,field_110500_b,field_110500_b?,@field,java.lang.Class,<?>,
net/minecraft/client/resources/data/LanguageMetadataSection.java,net.minecraft.client.resources.data.LanguageMetadataSection,@init:LanguageMetadataSection:Collection,@init:LanguageMetadataSection:Collection,0,java.util.Collection,<net.minecraft.client.resources.Language>,
net/minecraft/client/resources/data/LanguageMetadataSection.java,net.minecraft.client.resources.data.LanguageMetadataSection,func_135018_a:18,getLanguages:18,@return,java.util.Collection,<net.minecraft.client.resources.Language>,
net/minecraft/client/resources/data/TextureMetadataSection.java,net.minecraft.client.resources.data.TextureMetadataSection,"@init:TextureMetadataSection:boolean,boolean,List","@init:TextureMetadataSection:boolean,boolean,List",2,java.util.List,<Integer>,
net/minecraft/client/resources/data/TextureMetadataSection.java,net.minecraft.client.resources.data.TextureMetadataSection,func_148535_c:33,getListMipmaps:33,@return,java.util.List,<Integer>,
net/minecraft/client/resources/DefaultResourcePack.java,net.minecraft.client.resources.DefaultResourcePack,@init:DefaultResourcePack:Map,@init:DefaultResourcePack:Map,0,java.util.Map,"<String, java.io.File>",
net/minecraft/client/resources/DefaultResourcePack.java,net.minecraft.client.resources.DefaultResourcePack,field_110608_a,defaultResourceDomains,@field,java.util.Set,<String>,
net/minecraft/client/resources/DefaultResourcePack.java,net.minecraft.client.resources.DefaultResourcePack,func_110587_b:70,getResourceDomains:70,@return,java.util.Set,<String>,
net/minecraft/client/resources/FallbackResourceManager.java,net.minecraft.client.resources.FallbackResourceManager,func_135056_b:68,getAllResources:68,@return,java.util.List,<net.minecraft.client.resources.IResource>,
net/minecraft/client/resources/FallbackResourceManager.java,net.minecraft.client.resources.FallbackResourceManager,func_135055_a:33,getResourceDomains:33,@return,java.util.Set,<String>,
net/minecraft/client/resources/FallbackResourceManager.java,net.minecraft.client.resources.FallbackResourceManager,field_110540_a,resourcePacks,@field,java.util.List,<net.minecraft.client.resources.IResourcePack>,
net/minecraft/client/resources/FileResourcePack.java,net.minecraft.client.resources.FileResourcePack,func_110587_b:69,getResourceDomains:69,@return,java.util.Set,<String>,
net/minecraft/client/resources/FolderResourcePack.java,net.minecraft.client.resources.FolderResourcePack,func_110587_b:35,getResourceDomains:35,@return,java.util.Set,<String>,
net/minecraft/client/resources/IReloadableResourceManager.java,net.minecraft.client.resources.IReloadableResourceManager,func_110541_a:10,reloadResources:10,0,java.util.List,<net.minecraft.client.resources.IResourcePack>,
net/minecraft/client/resources/IResourceManager.java,net.minecraft.client.resources.IResourceManager,func_135056_b:17,getAllResources:17,@return,java.util.List,<net.minecraft.client.resources.IResource>,
net/minecraft/client/resources/IResourceManager.java,net.minecraft.client.resources.IResourceManager,func_135055_a:13,getResourceDomains:13,@return,java.util.Set,<String>,
net/minecraft/client/resources/IResourcePack.java,net.minecraft.client.resources.IResourcePack,func_110587_b:20,getResourceDomains:20,@return,java.util.Set,<String>,
net/minecraft/client/resources/LanguageManager.java,net.minecraft.client.resources.LanguageManager,func_135040_d:112,getLanguages:112,@return,java.util.SortedSet,<net.minecraft.client.resources.Language>,
net/minecraft/client/resources/LanguageManager.java,net.minecraft.client.resources.LanguageManager,func_135043_a:39,parseLanguageMetadata:39,0,java.util.List,<net.minecraft.client.resources.IResourcePack>,
net/minecraft/client/resources/Locale.java,net.minecraft.client.resources.Locale,field_135032_a,field_135032_a?,@field,java.util.Map,"<String, String>",
net/minecraft/client/resources/Locale.java,net.minecraft.client.resources.Locale,func_135022_a:32,loadLocaleDataFiles:32,1,java.util.List,<String>,
net/minecraft/client/resources/ResourceIndex.java,net.minecraft.client.resources.ResourceIndex,func_152782_a:75,func_152782_a?:75,@return,java.util.Map,"<String, java.io.File>",
net/minecraft/client/resources/ResourcePackRepository.java,net.minecraft.client.resources.ResourcePackRepository,func_148527_a:151,func_148527_a?:151,0,java.util.List,<net.minecraft.client.resources.ResourcePackRepository.Entry>,
net/minecraft/client/resources/ResourcePackRepository.java,net.minecraft.client.resources.ResourcePackRepository,func_110613_c:146,getRepositoryEntries:146,@return,java.util.List,<net.minecraft.client.resources.ResourcePackRepository.Entry>,
net/minecraft/client/resources/ResourcePackRepository.java,net.minecraft.client.resources.ResourcePackRepository,func_110609_b:141,getRepositoryEntriesAll:141,@return,java.util.List,<net.minecraft.client.resources.ResourcePackRepository.Entry>,
net/minecraft/client/resources/SimpleReloadableResourceManager.java,net.minecraft.client.resources.SimpleReloadableResourceManager,func_135056_b:75,getAllResources:75,@return,java.util.List,<net.minecraft.client.resources.IResource>,
net/minecraft/client/resources/SimpleReloadableResourceManager.java,net.minecraft.client.resources.SimpleReloadableResourceManager,func_135055_a:56,getResourceDomains:56,@return,java.util.Set,<String>,
net/minecraft/client/resources/SimpleReloadableResourceManager.java,net.minecraft.client.resources.SimpleReloadableResourceManager,func_110541_a:95,reloadResources:95,0,java.util.List,<net.minecraft.client.resources.IResourcePack>,
net/minecraft/client/resources/SkinManager.java,net.minecraft.client.resources.SkinManager,func_152788_a:156,func_152788_a?:156,@return,java.util.Map,"<com.mojang.authlib.minecraft.MinecraftProfileTexture.Type, com.mojang.authlib.minecraft.MinecraftProfileTexture>",
net/minecraft/client/resources/SkinManager.java,net.minecraft.client.resources.SkinManager.Anonymous-9f5ca3ab-f5dd-4d12-96c9-7ece234e9345,func_152786_a:49,func_152786_a?:49,@return,java.util.Map,"<com.mojang.authlib.minecraft.MinecraftProfileTexture.Type, com.mojang.authlib.minecraft.MinecraftProfileTexture>",
net/minecraft/client/settings/GameSettings.java,net.minecraft.client.settings.GameSettings,field_151453_l,resourcePacks,@field,java.util.List,<String>,
net/minecraft/client/settings/KeyBinding.java,net.minecraft.client.settings.KeyBinding,func_151467_c:77,getKeybinds:77,@return,java.util.Set,<String>,
net/minecraft/client/shader/ShaderLoader.java,net.minecraft.client.shader.ShaderLoader.ShaderType,func_148064_d:121,func_148064_d?:121,@return,java.util.Map,"<String, net.minecraft.client.shader.ShaderLoader>",
net/minecraft/client/stream/BroadcastController.java,net.minecraft.client.stream.BroadcastController,field_152874_j,field_152874_j?,@field,java.util.List,<tv.twitch.broadcast.FrameBuffer>,
net/minecraft/client/stream/BroadcastController.java,net.minecraft.client.stream.BroadcastController,field_152875_k,field_152875_k?,@field,java.util.List,<tv.twitch.broadcast.FrameBuffer>,
net/minecraft/client/stream/ChatController.java,net.minecraft.client.stream.ChatController,field_153013_k,field_153013_k?,@field,java.util.List,<tv.twitch.chat.ChatUserInfo>,
net/minecraft/client/stream/ChatController.java,net.minecraft.client.stream.ChatController,field_153014_l,field_153014_l?,@field,java.util.LinkedList,<tv.twitch.chat.ChatMessage>,
net/minecraft/client/stream/IngestServerTester.java,net.minecraft.client.stream.IngestServerTester,field_153055_m,field_153055_m?,@field,java.util.List,<tv.twitch.broadcast.FrameBuffer>,
net/minecraft/command/CommandBase.java,net.minecraft.command.CommandBase,func_71516_a:46,addTabCompletionOptions:46,@return,java.util.List,<String>,
net/minecraft/command/CommandBase.java,net.minecraft.command.CommandBase,func_71514_a:30,getCommandAliases:30,@return,java.util.List,<String>,
net/minecraft/command/CommandBase.java,net.minecraft.command.CommandBase,func_71531_a:515,getListOfStringsFromIterableMatchingLastWord:515,1,java.lang.Iterable,<String>,
net/minecraft/command/CommandBase.java,net.minecraft.command.CommandBase,func_71531_a:515,getListOfStringsFromIterableMatchingLastWord:515,@return,java.util.List,<String>,
net/minecraft/command/CommandBase.java,net.minecraft.command.CommandBase,func_71530_a:491,getListOfStringsMatchingLastWord:491,@return,java.util.List,<String>,
net/minecraft/command/CommandBase.java,net.minecraft.command.CommandBase,func_96333_a:474,joinNiceStringFromCollection:474,0,java.util.Collection,<String>,
net/minecraft/command/CommandClearInventory.java,net.minecraft.command.CommandClearInventory,func_71516_a:64,addTabCompletionOptions:64,@return,java.util.List,<String>,
net/minecraft/command/CommandDebug.java,net.minecraft.command.CommandDebug,func_71516_a:160,addTabCompletionOptions:160,@return,java.util.List,<String>,
net/minecraft/command/CommandDifficulty.java,net.minecraft.command.CommandDifficulty,func_71516_a:52,addTabCompletionOptions:52,@return,java.util.List,<String>,
net/minecraft/command/CommandEffect.java,net.minecraft.command.CommandEffect,func_71516_a:110,addTabCompletionOptions:110,@return,java.util.List,<String>,
net/minecraft/command/CommandEnchant.java,net.minecraft.command.CommandEnchant,func_71516_a:101,addTabCompletionOptions:101,@return,java.util.List,<String>,
net/minecraft/command/CommandGameMode.java,net.minecraft.command.CommandGameMode,func_71516_a:67,addTabCompletionOptions:67,@return,java.util.List,<String>,
net/minecraft/command/CommandGameRule.java,net.minecraft.command.CommandGameRule,func_71516_a:79,addTabCompletionOptions:79,@return,java.util.List,<String>,
net/minecraft/command/CommandGive.java,net.minecraft.command.CommandGive,func_71516_a:94,addTabCompletionOptions:94,@return,java.util.List,<String>,
net/minecraft/command/CommandHandler.java,net.minecraft.command.CommandHandler,func_71555_a:245,getCommands:245,@return,java.util.Map,"<String, net.minecraft.command.ICommand>",
net/minecraft/command/CommandHandler.java,net.minecraft.command.CommandHandler,func_71558_b:183,getPossibleCommands:183,@return,java.util.List,<String>,
net/minecraft/command/CommandHandler.java,net.minecraft.command.CommandHandler,func_71557_a:224,getPossibleCommands:224,@return,java.util.List,<net.minecraft.command.ICommand>,
net/minecraft/command/CommandHelp.java,net.minecraft.command.CommandHelp,func_71514_a:36,getCommandAliases:36,@return,java.util.List,<String>,
